Player name,position,Games,At-bat,Runs,Hits,Double (2B),third baseman,home run,run batted in,a walk,Strikeouts,stolen base ,Caught stealing,AVG,On-base Percentage,Slugging Percentage,On-base Plus Slugging
T Whitfield,OF,730,1913,233,537,93,12,33,179,138,288,18,25,0.281,0.33,0.394,0.724
F Beck,1B,358,2130,191,536,78,27,33,251,122,193,31,--,0.252,0.301,0.36,0.661
T Austin,1B,209,521,75,114,20,1,33,91,54,215,4,2,0.219,0.292,0.451,0.743
J DaVanon,RF,528,1288,205,333,57,13,33,150,185,268,59,23,0.259,0.349,0.4,0.749
M Mahtook,CF,291,884,112,208,33,9,33,97,59,255,14,5,0.235,0.292,0.405,0.697
A Luplow,RF,481,1243,147,292,34,6,33,125,127,213,8,11,0.235,0.311,0.352,0.663
C Woodward,SS,659,1706,211,408,87,14,33,191,137,400,9,6,0.239,0.296,0.365,0.661
R Langerhans,LF,597,1250,177,283,58,12,33,125,192,388,11,8,0.226,0.333,0.371,0.704
C Gillaspie,3B,513,1424,147,357,73,14,33,158,107,245,1,8,0.251,0.304,0.391,0.695
L Webster,C,587,1450,157,368,73,2,33,176,140,209,1,3,0.254,0.324,0.375,0.699
C Garcia,2B,610,2178,274,580,102,17,33,197,115,340,73,33,0.266,0.307,0.374,0.681
S Cooper,3B,592,1801,197,478,94,12,33,211,193,299,7,10,0.265,0.337,0.386,0.723
B Warren,C,377,989,97,217,26,7,33,104,129,177,1,--,0.219,0.313,0.36,0.673
N Aoki,RF,759,2716,377,774,135,22,33,219,234,258,98,44,0.285,0.35,0.387,0.737
P Collins,C,544,1204,147,306,46,6,33,168,235,202,4,5,0.254,0.378,0.385,0.763
A Slater,CF,461,1120,162,286,47,9,33,133,134,352,43,4,0.255,0.345,0.402,0.747
H Lee,LF,752,2750,316,755,144,40,33,323,203,225,15,--,0.275,0.326,0.392,0.718
P Severino,C,370,1113,107,261,51,1,33,134,107,290,5,1,0.235,0.306,0.371,0.677
J Essian,C,710,1855,194,453,85,3,33,207,231,171,9,13,0.244,0.327,0.347,0.674
C Worthington,3B,393,1234,126,284,50,0,33,144,162,264,3,6,0.23,0.322,0.351,0.673
R Paulino,C,573,1867,181,508,93,1,33,216,145,328,4,2,0.272,0.324,0.376,0.7
S Taylor,C,473,1263,127,309,47,9,33,147,122,181,3,2,0.245,0.313,0.375,0.688
G Miller,C,1317,5167,839,1380,192,57,33,567,467,129,260,--,0.267,0.333,0.345,0.678
A Cintron,SS,680,2056,244,565,104,21,33,222,112,230,18,14,0.275,0.313,0.394,0.707
J Cave,LF,337,929,130,217,43,10,33,118,66,331,6,4,0.234,0.296,0.408,0.704
D Richardson,2B,1131,4451,676,1129,149,52,32,558,283,289,225,--,0.254,0.301,0.332,0.633
D Bancroft,SS,1913,7182,1048,2004,320,77,32,591,827,487,145,75,0.279,0.355,0.358,0.713
J Kennedy,3B,856,2110,237,475,77,17,32,185,142,461,14,10,0.225,0.281,0.323,0.604
R Katt,C,417,1071,92,248,29,4,32,120,74,164,2,2,0.232,0.282,0.356,0.638
Y S?nchez,3B,675,2276,253,552,113,24,32,217,165,532,30,25,0.243,0.299,0.355,0.654
B Wilson,OF,224,654,87,145,23,1,32,77,72,136,2,4,0.222,0.308,0.407,0.715
T Jordan,1B,543,1813,220,474,74,24,32,232,254,2,48,--,0.261,0.355,0.382,0.737
Q Veras,2B,767,2780,469,750,129,15,32,239,427,462,183,83,0.27,0.372,0.362,0.734
J Wilson,C,1525,4778,580,1358,252,32,32,621,356,280,86,9,0.284,0.336,0.37,0.706
D Siebert,1B,1035,3917,439,1104,204,40,32,482,276,185,30,32,0.282,0.332,0.379,0.711
D James,LF,917,2708,362,781,142,21,32,266,318,307,43,38,0.288,0.364,0.392,0.756
D Jackson,2B,827,2209,332,536,121,17,32,198,245,517,133,39,0.243,0.323,0.356,0.679
C Hurdle,RF,515,1391,162,360,81,12,32,193,176,261,1,6,0.259,0.341,0.403,0.744
B O'Brien,1B,356,1424,164,364,59,22,32,206,59,88,26,--,0.256,0.289,0.395,0.684
A Barnes,C,488,1161,175,260,52,3,32,138,164,300,18,5,0.224,0.332,0.357,0.689
H Lobert,3B,1321,4563,640,1252,159,82,32,482,395,156,316,15,0.274,0.337,0.366,0.703
P Young,2B,731,2466,274,645,128,34,32,347,152,312,18,--,0.262,0.308,0.38,0.688
M Smith,LF,414,959,125,233,51,3,32,130,97,211,15,5,0.243,0.316,0.403,0.719
J Lis,1B,356,780,96,182,31,1,32,92,110,209,1,3,0.233,0.332,0.399,0.731
T Foley,SS,1108,2708,248,661,134,20,32,263,232,387,32,29,0.244,0.303,0.344,0.647
A Fletcher,SS,1537,5541,684,1534,238,77,32,675,203,348,159,28,0.277,0.319,0.365,0.684
M Morandini,2B,1298,4558,597,1222,209,54,32,351,437,714,123,45,0.268,0.338,0.359,0.697
M Lemke,2B,1069,3230,349,795,125,15,32,270,348,341,11,19,0.246,0.317,0.324,0.641
D Collins,LF,1701,4907,667,1335,187,52,32,373,467,661,395,139,0.272,0.338,0.351,0.689
S Evans,RF,682,3359,478,963,175,67,32,466,359,299,86,--,0.287,0.374,0.407,0.781
W English,SS,1262,4746,801,1356,236,52,32,422,571,536,57,--,0.286,0.366,0.378,0.744
J Mokan,LF,582,1936,282,563,98,17,32,273,206,150,26,22,0.291,0.364,0.409,0.773
G Larkin,1B,758,2321,275,618,131,12,32,266,268,278,23,17,0.266,0.348,0.374,0.722
N Larker,1B,667,1953,227,538,97,15,32,271,211,165,3,5,0.275,0.347,0.39,0.737
J Early,C,747,2208,216,532,98,23,32,264,281,259,7,8,0.241,0.33,0.35,0.68
A Clark,RF,358,1021,131,267,48,4,32,149,72,70,2,5,0.262,0.312,0.41,0.722
G Bird,1B,186,611,75,129,32,1,32,98,74,189,0,0,0.211,0.301,0.424,0.725
D Miller,1B,1591,5805,711,1526,232,108,32,715,391,454,177,30,0.263,0.314,0.357,0.671
B Buchanan,RF,346,767,105,198,37,3,32,103,73,210,9,7,0.258,0.328,0.439,0.767
A Torres,CF,650,1910,277,462,113,29,32,174,205,476,77,29,0.242,0.317,0.382,0.699
A Vaughn,1B,265,941,117,240,53,1,32,128,73,200,1,1,0.255,0.317,0.416,0.733
J India,2B,256,929,150,244,51,4,32,111,104,237,16,7,0.263,0.358,0.429,0.787
B Metheny,RF,376,1390,187,344,52,5,31,156,149,122,12,10,0.247,0.323,0.359,0.682
M Owen,3B,1011,3782,473,1040,167,44,31,497,338,283,30,30,0.275,0.339,0.367,0.706
M LaPorta,1B,291,967,106,230,53,2,31,120,82,223,3,0,0.238,0.301,0.393,0.694
H Conger,C,373,1013,94,224,50,2,31,114,97,267,0,4,0.221,0.294,0.366,0.66
B Shindle,3B,1422,5807,992,1561,226,97,31,758,388,240,318,--,0.269,0.323,0.357,0.68
E Dukes,CF,240,824,113,199,39,8,31,123,129,197,18,18,0.242,0.349,0.421,0.77
B Kerr,SS,1067,3631,376,903,145,25,31,333,324,280,38,0,0.249,0.312,0.328,0.64
C Carroll,LF,991,3972,729,995,125,47,31,423,361,290,197,--,0.251,0.32,0.329,0.649
F Kendall,C,877,2576,170,603,86,11,31,244,189,240,5,5,0.234,0.285,0.312,0.597
R Guzm?n,1B,246,743,91,167,39,3,31,104,73,243,3,2,0.225,0.302,0.41,0.712
D Strange,3B,707,1859,194,434,87,7,31,211,155,330,14,15,0.233,0.295,0.338,0.633
L Berberet,C,448,1224,118,281,34,10,31,153,200,195,2,3,0.23,0.337,0.35,0.687
N Williams,OF,294,836,109,210,30,7,31,110,57,255,4,4,0.251,0.312,0.415,0.727
D Wise,CF,576,1109,149,253,45,16,31,115,46,245,55,13,0.228,0.264,0.381,0.645
J Hornung,LF,1123,4784,788,1230,172,90,31,564,120,498,159,--,0.257,0.277,0.35,0.627
S Le?n,C,535,1508,154,316,60,2,31,145,132,435,1,1,0.21,0.278,0.314,0.592
D Barney,2B,814,2536,297,625,117,15,31,201,155,349,29,9,0.246,0.294,0.341,0.635
P Herrera,1B,300,975,122,264,46,8,31,128,113,271,8,6,0.271,0.349,0.43,0.779
T Brown,SS,494,1280,151,309,39,7,31,159,85,142,7,4,0.241,0.292,0.355,0.647
R Hemsley,C,1593,5047,562,1321,257,72,31,555,357,395,29,18,0.262,0.311,0.36,0.671
T Hartsel,LF,1287,4848,826,1336,182,92,31,341,837,--,247,0.754,0.276,0.384,0.37,
J Manto,3B,289,713,97,164,35,2,31,97,97,182,3,6,0.23,0.329,0.415,0.744
R Nelson,1B,620,1394,186,347,61,14,31,173,130,94,7,3,0.249,0.317,0.379,0.696
K Nieuwenhuis,CF,414,978,128,216,59,4,31,117,123,366,20,15,0.221,0.311,0.384,0.695
M Alou,CF,1667,5789,780,1777,236,50,31,427,311,377,156,80,0.307,0.345,0.381,0.726
J Bartlett,SS,892,3141,435,849,156,26,31,286,275,526,123,37,0.27,0.336,0.366,0.702
J Stahl,1B,982,3425,405,894,149,87,31,437,221,1,178,--,0.261,0.323,0.382,0.705
J Lagares,RF,850,2329,270,582,119,22,31,217,120,528,45,19,0.25,0.291,0.36,0.651
C Salmon,2B,658,1667,202,415,70,6,31,149,89,233,46,24,0.249,0.29,0.354,0.644
V Caratini,C,459,1190,127,276,49,0,31,146,123,296,3,1,0.232,0.316,0.351,0.667
B Salkeld,C,356,850,111,232,39,2,31,132,182,101,6,0,0.273,0.402,0.433,0.835
M Cross,SS,856,5821,718,1364,232,68,31,621,616,100,328,--,0.234,0.316,0.314,0.63
D Green,1B,489,1398,168,374,48,18,31,180,84,278,68,35,0.268,0.308,0.394,0.702
B Speake,OF,305,761,110,170,26,10,31,104,80,158,8,11,0.223,0.301,0.406,0.707
E Grace,C,627,1877,169,493,83,10,31,251,185,130,1,--,0.263,0.331,0.367,0.698
J Tinker,SS,1652,6434,774,1687,263,114,31,782,416,149,336,--,0.262,0.308,0.353,0.661
C Tierney,2B,630,2299,266,681,119,30,31,331,109,187,28,31,0.296,0.332,0.415,0.747
J Corkhill,CF,1086,4404,650,1120,110,80,31,631,174,80,137,--,0.254,0.288,0.337,0.625
C Warwick,OF,530,1462,168,363,51,10,31,149,127,241,13,6,0.248,0.307,0.36,0.667
M Mota,LF,1536,3779,496,1149,125,52,31,438,289,320,50,42,0.304,0.355,0.389,0.744
L Bigbie,LF,392,1227,164,328,56,4,31,137,119,302,25,8,0.267,0.331,0.395,0.726
J Liefer,1B,288,779,89,179,36,1,31,113,56,223,2,2,0.23,0.281,0.398,0.679
D Foutz,1B,1135,4533,784,1253,186,91,31,749,300,136,280,--,0.276,0.323,0.378,0.701
L Fonseca,1B,937,3404,518,1075,203,50,31,485,186,199,64,36,0.316,0.355,0.432,0.787
E Kratz,C,335,881,76,184,36,0,31,105,47,208,1,0,0.209,0.256,0.355,0.611
L Finney,RF,1270,4631,643,1329,203,85,31,494,329,186,39,45,0.287,0.336,0.388,0.724
L Rengifo,2B,325,1118,127,263,42,7,31,106,84,236,12,8,0.235,0.295,0.369,0.664
K Boswell,2B,930,2517,266,625,91,19,31,244,240,239,27,17,0.248,0.313,0.337,0.65
J Lefebvre,RF,447,1091,139,281,52,13,31,130,139,204,11,9,0.258,0.344,0.414,0.758
L Lee,LF,614,1617,173,404,83,13,31,152,133,315,19,14,0.25,0.307,0.375,0.682
B Rodgers,C,932,3033,259,704,114,18,31,288,234,409,17,27,0.232,0.288,0.312,0.6
D Engle,C,594,1643,201,431,88,13,31,181,120,190,5,5,0.262,0.311,0.388,0.699
T Taylor,CF,250,664,89,160,36,6,31,101,45,170,9,3,0.241,0.303,0.453,0.756
R Ducey,LF,703,1279,190,309,78,13,31,146,166,346,22,17,0.242,0.331,0.396,0.727
A Romine,C,485,1352,141,311,64,1,31,166,69,366,4,1,0.23,0.268,0.348,0.616
V Robles,CF,483,1485,196,347,73,10,31,146,101,400,58,23,0.234,0.307,0.359,0.666
M Diaz,1B,293,683,70,169,27,2,31,102,71,128,1,2,0.247,0.319,0.429,0.748
K Higashioka,C,223,620,71,124,25,0,31,88,37,170,0,1,0.2,0.245,0.39,0.635
E Chavez,CF,1151,3149,385,849,140,34,30,266,180,356,106,42,0.27,0.308,0.364,0.672
M Kingery,CF,819,2034,292,546,108,26,30,219,191,248,45,28,0.268,0.33,0.391,0.721
R Hanigan,C,680,1959,192,492,71,1,30,214,255,290,1,1,0.251,0.344,0.334,0.678
B Wine,SS,1164,3172,249,682,104,16,30,268,214,538,7,7,0.215,0.264,0.286,0.55
T Kemp,2B,613,1585,220,386,75,12,30,158,185,260,38,12,0.244,0.33,0.363,0.693
V Joshua,CF,822,2234,277,610,87,31,30,184,108,338,55,40,0.273,0.306,0.38,0.686
C Culberson,3B,589,1211,140,300,61,8,30,145,68,337,21,10,0.248,0.293,0.386,0.679
C Ransom,SS,383,752,111,160,47,2,30,105,88,274,6,3,0.213,0.303,0.4,0.703
J Canavan,RF,539,2064,322,461,63,48,30,287,230,147,114,--,0.223,0.304,0.344,0.648
C Jones,RF,548,1021,155,257,43,11,30,131,74,287,26,10,0.252,0.303,0.404,0.707
R Santiago,SS,920,2436,295,592,85,18,30,214,203,420,30,15,0.243,0.314,0.33,0.644
P Valaika,2B,374,802,91,177,34,1,30,92,47,235,1,3,0.221,0.264,0.378,0.642
J Phillips,C,465,1382,138,344,77,0,30,168,111,170,0,5,0.249,0.314,0.37,0.684
E Burke,LF,853,3508,744,979,142,57,30,410,317,228,291,--,0.279,0.352,0.378,0.73
L Matuszek,1B,378,820,113,192,40,5,30,119,88,168,8,10,0.234,0.309,0.405,0.714
C Parmelee,1B,311,917,89,227,48,3,30,98,79,239,1,5,0.248,0.313,0.405,0.718
D Rader,C,846,2405,254,619,107,12,30,235,245,180,8,4,0.257,0.326,0.349,0.675
S Brye,CF,697,1997,237,515,97,13,30,193,144,276,16,14,0.258,0.309,0.365,0.674
B Browne,LF,349,869,94,205,37,10,30,102,101,273,5,6,0.236,0.318,0.405,0.723
D Heep,RF,883,1961,208,503,96,6,30,229,220,242,12,14,0.257,0.33,0.357,0.687
L Matos,RF,508,1605,212,410,84,9,30,140,108,297,72,24,0.255,0.312,0.375,0.687
F Brower,RF,452,1297,206,371,74,20,30,205,168,84,17,14,0.286,0.379,0.443,0.822
N Hanlon,CF,1267,5074,930,1317,159,79,30,517,471,357,329,--,0.26,0.325,0.34,0.665
J Brohamer,2B,805,2500,262,613,91,12,30,227,221,178,9,17,0.245,0.305,0.327,0.632
S Hale,3B,884,2915,422,880,157,54,30,392,130,218,41,20,0.302,0.336,0.424,0.76
J Hairston,LF,859,1699,216,438,91,6,30,205,282,240,4,4,0.258,0.362,0.371,0.733
C Neeman,C,376,1002,93,224,35,4,30,97,79,221,1,0,0.224,0.284,0.356,0.64
P Mackanin,2B,548,1570,161,355,63,12,30,141,76,290,27,12,0.226,0.263,0.339,0.602
W Cruise,LF,737,2321,293,644,83,39,30,272,238,250,49,15,0.277,0.348,0.386,0.734
D Zwilling,OF,63,1280,167,364,76,15,30,202,128,139,46,--,0.284,0.351,0.438,0.789
D Barton,1B,551,1744,242,431,94,11,30,184,290,348,13,7,0.247,0.356,0.365,0.721
J Gosger,CF,706,1815,197,411,67,16,30,177,217,316,25,18,0.226,0.309,0.331,0.64
E Goodson,1B,515,1266,108,329,51,2,30,170,63,135,1,3,0.26,0.297,0.374,0.671
S Kingery,2B,325,1042,132,239,62,6,30,96,67,320,25,7,0.229,0.28,0.387,0.667
A Engel,CF,523,1413,173,318,65,11,30,123,76,450,47,17,0.225,0.28,0.35,0.63
J Cora,2B,1119,3734,624,1035,171,41,30,294,380,336,117,60,0.277,0.348,0.369,0.717
C Perkins,C,1171,3604,329,933,175,35,30,409,301,221,18,34,0.259,0.319,0.352,0.671
A Fox,SS,776,1925,248,461,65,17,30,168,197,407,74,25,0.239,0.324,0.338,0.662
B Roth,RF,811,2831,427,804,138,73,30,422,335,389,189,41,0.284,0.367,0.416,0.783
J Wendle,SS,541,1817,232,490,112,15,30,199,112,362,54,18,0.27,0.321,0.397,0.718
G Pena,2B,378,1010,162,265,60,8,30,124,112,255,54,22,0.262,0.345,0.427,0.772
T Eusebio,C,598,1739,180,479,87,5,30,241,182,324,1,5,0.275,0.346,0.383,0.729
J Marte,1B,256,659,85,146,30,1,30,91,52,156,4,3,0.222,0.288,0.407,0.695
M Rocco,1B,440,1721,219,444,73,17,30,186,174,146,6,15,0.258,0.327,0.372,0.699
T Moore,LF,381,788,75,180,46,0,30,121,50,234,3,0,0.228,0.278,0.401,0.679
D Dyer,C,722,1993,151,441,74,11,30,173,228,415,10,4,0.221,0.306,0.315,0.621
L Skizas,OF,239,725,80,196,27,4,30,86,50,37,8,3,0.27,0.317,0.443,0.76
B Roberts,2B,1202,4147,663,1220,203,31,30,352,396,548,264,95,0.294,0.358,0.38,0.738
M Duffy,3B,627,2137,254,598,94,9,30,217,162,399,40,14,0.28,0.337,0.374,0.711
S Van Slyke,LF,355,760,84,184,44,1,29,95,85,223,11,6,0.242,0.326,0.417,0.743
D Kolloway,2B,1079,3993,466,1081,180,30,29,393,189,251,76,54,0.271,0.305,0.353,0.658
A Garc?a,3B,244,896,104,239,45,0,29,110,36,151,7,2,0.267,0.3,0.414,0.714
B Caruthers,P,705,2465,508,695,104,50,29,359,417,79,152,--,0.282,0.391,0.4,0.791
W Kamm,3B,1693,5851,802,1643,348,85,29,826,824,405,126,84,0.281,0.372,0.384,0.756
B Sullivan,C,962,2840,347,820,152,32,29,388,240,119,30,24,0.289,0.346,0.395,0.741
L Biittner,1B,1217,3151,310,861,144,20,29,354,236,287,10,12,0.273,0.324,0.359,0.683
L Olmo,CF,462,1629,208,458,65,25,29,272,88,128,33,1,0.281,0.319,0.405,0.724
D Carlson,CF,314,1088,147,271,68,9,29,123,110,281,8,4,0.249,0.325,0.408,0.733
C James,RF,510,1406,158,358,56,9,29,172,48,260,7,7,0.255,0.283,0.369,0.652
J Hummel,2B,1158,3906,421,991,128,84,29,394,346,269,117,1,0.254,0.316,0.352,0.668
K Oberkfell,3B,1602,4874,558,1354,237,44,29,446,546,356,62,47,0.278,0.351,0.362,0.713
D Williams,2B,476,1574,198,421,74,12,29,201,133,140,7,3,0.267,0.327,0.385,0.712
P Householder,RF,466,1326,146,313,60,11,29,144,126,250,36,29,0.236,0.304,0.363,0.667
S Stirnweiss,2B,1028,3695,604,989,157,68,29,281,541,447,134,55,0.268,0.362,0.371,0.733
J Quinn,2B,66,6879,891,1797,228,70,29,794,364,214,268,--,0.261,0.302,0.327,0.629
J Marshall,1B,411,852,111,206,24,7,29,106,101,139,5,4,0.242,0.32,0.388,0.708
A Presley,LF,450,1401,157,369,50,19,29,111,81,282,30,18,0.263,0.306,0.388,0.694
M Murton,LF,346,952,134,272,46,5,29,112,93,149,10,3,0.286,0.352,0.436,0.788
C Raleigh,C,170,523,52,107,34,1,29,80,45,175,1,0,0.205,0.269,0.44,0.709
B Hargrave,C,853,2533,314,786,155,58,29,376,217,165,29,16,0.31,0.372,0.452,0.824
R Martinez,SS,798,1952,223,512,98,10,29,242,170,267,10,7,0.262,0.321,0.367,0.688
E Stanky,2B,1259,4301,812,1154,185,35,29,364,996,374,48,5,0.268,0.41,0.348,0.758
R Quinones,SS,451,1533,173,373,75,6,29,159,89,240,5,11,0.243,0.287,0.357,0.644
C Frazier,LF,247,744,104,177,44,5,29,98,92,246,8,2,0.238,0.329,0.427,0.756
G Briley,LF,598,1518,172,384,75,9,29,135,124,260,65,25,0.253,0.31,0.372,0.682
C Spangenberg,3B,420,1250,154,320,49,15,29,119,99,374,34,10,0.256,0.315,0.389,0.704
D Green,RF,657,3484,552,1021,124,65,29,423,315,--,192,0.75,0.293,0.359,0.391,
R Ashburn,CF,2189,8365,1322,2574,317,109,29,586,1198,571,234,92,0.308,0.396,0.382,0.778
J Tipton,C,417,1117,116,264,36,5,29,125,186,142,3,3,0.236,0.351,0.355,0.706
R Russell,1B,425,1402,133,344,52,8,29,192,83,142,4,1,0.245,0.289,0.356,0.645
V Correll,C,410,1132,124,259,60,4,29,125,128,220,2,8,0.229,0.31,0.366,0.676
J Wasdell,LF,888,2866,339,782,109,34,29,341,243,165,29,4,0.273,0.332,0.365,0.697
J Hannahan,3B,614,1650,167,381,93,5,29,175,193,440,6,4,0.231,0.314,0.346,0.66
L Thomas,RF,278,810,109,194,44,5,29,94,86,217,15,8,0.24,0.315,0.414,0.729
S Hilliard,CF,215,570,85,121,19,7,29,71,65,209,16,1,0.212,0.295,0.423,0.718
L Fleming,1B,434,1330,168,369,69,15,29,199,226,152,7,8,0.277,0.386,0.417,0.803
C Comiskey,1B,1390,5796,994,1530,206,68,29,883,197,84,419,--,0.264,0.293,0.338,0.631
F Throneberry,RF,521,1302,152,307,48,12,29,137,127,284,23,14,0.236,0.307,0.358,0.665
D Nava,LF,589,1701,224,452,103,2,29,206,196,387,10,5,0.266,0.357,0.38,0.737
C Moeller,C,501,1392,146,315,74,7,29,132,108,331,2,4,0.226,0.288,0.352,0.64
D Drysdale,P,547,1169,96,218,26,7,29,113,60,370,0,2,0.186,0.228,0.295,0.523
B Cissell,2B,956,3707,516,990,173,43,29,423,212,250,113,63,0.267,0.308,0.36,0.668
T Douthit,CF,1074,4127,665,1201,220,38,29,396,443,312,67,3,0.291,0.364,0.384,0.748
J Christopher,RF,638,1667,224,434,68,17,29,173,157,277,29,19,0.26,0.329,0.374,0.703
D Palka,1B,154,501,60,109,15,3,29,71,38,188,2,2,0.218,0.277,0.433,0.71
J Charboneau,LF,201,647,97,172,26,4,29,114,61,99,3,4,0.266,0.329,0.453,0.782
M McKenry,C,311,839,94,200,48,3,29,103,93,235,2,6,0.238,0.318,0.406,0.724
J Rodr?guez,CF,136,529,86,151,27,3,29,77,40,151,26,8,0.285,0.344,0.512,0.856
L Riggs,3B,760,2477,298,650,110,43,28,271,181,140,22,--,0.262,0.317,0.375,0.692
M Koenig,SS,1162,4271,571,1190,195,49,28,443,222,190,31,14,0.279,0.316,0.367,0.683
B Knickerbocker,SS,907,3418,423,943,198,27,28,368,244,238,25,46,0.276,0.326,0.374,0.7
L Castillo,2B,1720,6510,1001,1889,194,59,28,443,800,850,370,142,0.29,0.368,0.351,0.719
M Anderson,RF,721,1490,159,367,67,11,28,134,161,343,8,12,0.246,0.319,0.362,0.681
R Bernadina,LF,548,1323,159,312,56,8,28,121,121,315,59,12,0.236,0.307,0.354,0.661
C McCormick,CF,229,648,95,163,24,2,28,95,74,211,11,5,0.252,0.33,0.424,0.754
B Bescher,LF,1228,4536,749,1171,190,74,28,345,619,451,428,31,0.258,0.353,0.351,0.704
B McKinney,OF,263,690,87,142,33,4,28,72,66,201,3,2,0.206,0.277,0.387,0.664
R Ruiz,2B,315,849,95,180,33,3,28,109,90,220,5,3,0.212,0.287,0.357,0.644
B Renna,RF,370,918,123,219,36,10,28,119,99,166,2,7,0.239,0.315,0.391,0.706
B Seeds,LF,615,1937,268,537,77,21,28,233,160,190,14,15,0.277,0.336,0.382,0.718
M Walbeck,C,682,2109,215,492,79,5,28,208,133,343,13,12,0.233,0.28,0.315,0.595
J Hodapp,2B,791,2826,378,880,169,34,28,429,163,136,18,20,0.311,0.35,0.425,0.775
L Wade Jr.,1B,232,661,94,152,29,5,28,89,77,163,9,3,0.23,0.322,0.416,0.738
M Hoag,CF,1021,3147,384,854,141,33,28,401,252,298,59,49,0.271,0.328,0.364,0.692
E Stevens,1B,375,1220,134,308,59,17,28,193,121,151,7,--,0.252,0.322,0.398,0.72
T Herr,2B,1514,5349,676,1450,254,41,28,574,627,584,188,64,0.271,0.347,0.35,0.697
W Belardi,1B,263,592,71,143,13,5,28,74,66,97,1,0,0.242,0.33,0.422,0.752
H Martin,CF,607,2257,331,643,135,29,28,215,253,207,33,3,0.285,0.359,0.408,0.767
B Rodgers,2B,271,1011,130,269,54,6,28,123,69,218,0,0,0.266,0.318,0.414,0.732
J Treadway,2B,762,2119,244,596,103,14,28,208,140,184,14,13,0.281,0.326,0.383,0.709
R Maranville,SS,2670,10078,1255,2605,380,177,28,884,839,756,291,93,0.258,0.318,0.34,0.658
O Guillen,SS,1993,6686,773,1764,275,69,28,619,239,511,169,108,0.264,0.287,0.338,0.625
D Hollins,RF,256,712,85,172,39,1,28,86,42,134,11,5,0.242,0.284,0.417,0.701
B Grabarkewitz,3B,466,1161,189,274,41,12,28,141,202,321,33,17,0.236,0.351,0.364,0.715
W Contreras,C,156,520,70,135,19,2,28,72,58,166,2,0,0.26,0.336,0.465,0.801
B Ashley,LF,281,618,56,144,23,1,28,84,63,236,0,0,0.233,0.307,0.409,0.716
S Schumaker,2B,1149,3252,416,905,169,13,28,284,280,476,26,17,0.278,0.337,0.364,0.701
M Ryan,C,636,1920,146,370,60,12,28,161,152,370,4,4,0.193,0.252,0.28,0.532
J Mulvey,3B,987,4063,598,1059,157,71,28,532,134,257,147,--,0.261,0.287,0.355,0.642
P Coscarart,2B,864,2992,399,728,129,22,28,269,295,361,34,--,0.243,0.314,0.329,0.643
J McDonald,SS,1100,2434,276,568,105,14,28,210,118,379,34,19,0.233,0.273,0.323,0.596
O Smith,SS,2573,9396,1257,2460,402,69,28,793,1072,589,580,148,0.262,0.337,0.328,0.665
J Rothrock,RF,1014,3350,498,924,162,35,28,327,299,312,75,33,0.276,0.336,0.37,0.706
J Rowe,SS,1044,4386,764,1256,202,88,28,644,224,177,59,--,0.286,0.323,0.392,0.715
A Comorosky,LF,813,2787,404,795,134,51,28,417,214,158,57,--,0.285,0.339,0.4,0.739
B Moran,2B,635,2076,242,545,88,10,28,202,133,218,10,8,0.263,0.308,0.355,0.663
R Ferrell,C,1884,6028,687,1692,324,45,28,734,931,277,29,35,0.281,0.378,0.363,0.741
S Leius,3B,557,1536,214,375,63,10,28,172,161,236,16,15,0.244,0.316,0.353,0.669
V Coleman,LF,1371,5406,849,1425,176,89,28,346,477,960,752,177,0.264,0.324,0.345,0.669
D Walton,LF,297,779,69,174,27,4,28,107,88,240,4,3,0.223,0.309,0.376,0.685
B Phillips,CF,357,791,113,149,24,9,28,93,87,340,36,5,0.188,0.273,0.348,0.621
A Pearson,CF,988,3077,485,831,130,24,28,214,477,195,77,33,0.27,0.369,0.355,0.724
J Montero,DH,226,806,73,204,31,1,28,104,48,172,0,3,0.253,0.295,0.398,0.693
L Brinson,CF,357,1071,91,212,41,7,28,109,58,327,10,3,0.198,0.246,0.328,0.574
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
R Hoblitzell,1B,1319,4706,591,1310,194,88,27,593,407,256,173,26,0.278,0.341,0.374,0.715
W Schulmerich,RF,429,1442,169,417,73,20,27,192,118,197,7,--,0.289,0.347,0.424,0.771
J Crawford,SS,527,1884,248,466,99,13,27,184,224,379,20,14,0.247,0.333,0.357,0.69
H Steinfeldt,3B,1318,5896,758,1576,284,90,27,762,471,32,194,--,0.267,0.33,0.36,0.69
M Tyson,2B,1017,2959,281,714,118,28,27,269,175,411,23,18,0.241,0.285,0.327,0.612
D Davis,DH,403,1217,160,323,62,7,27,141,50,152,13,13,0.265,0.294,0.394,0.688
C Triplett,OF,471,1307,148,334,47,14,27,173,123,114,10,--,0.256,0.32,0.375,0.695
J Bauers,OF,328,977,121,208,45,3,27,110,129,297,15,10,0.213,0.307,0.348,0.655
C Travis,SS,1328,4914,665,1544,265,78,27,657,402,291,23,32,0.314,0.37,0.416,0.786
J Traber,1B,264,819,70,186,21,0,27,117,58,118,5,5,0.227,0.279,0.352,0.631
R Grimes,1B,433,1537,269,505,101,25,27,263,204,133,21,17,0.329,0.413,0.48,0.893
J S?nchez,RF,174,572,67,126,24,5,27,74,51,184,1,1,0.22,0.29,0.421,0.711
